web-scraper-order,web-scraper-start-url,titulo,precio
1616521696-604,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=11,"DEPARTAMENTO EN RENTA EN JURIQUILLA TOWERS, JURIQUILLA SANTA FE","$25,000"
1616521737-761,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/departamento/for-rent/?page=2,Hermoso departamento en renta.LC,"$20,500"
1616521593-142,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=5,Departamento - Juriquilla,"$20,000"
1616521776-964,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?page=2,DEPARTAMENTO EN RENTA EN QUERETARO Milenio Summit Park,"$12,500"
1616521702-627,https://www.lamudi.com.mx/queretaro-arteaga/el-marques/el-mirador-128/departamento/for-rent/?page=1,"Departamento a 5 min del Centro, 2 Rec. Edificio con Alberca, Gym, Seguridad 24","$11,500"
1616521689-555,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?page=2,"Departamento en Renta, en Residencial el Refugio, Querétaro","$12,900"
1616521723-714,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?page=1,Departamento en renta amueblado en el refugio queretaro,"$14,000"
1616521730-752,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=7,Departamento en Renta - Atelier Juriquilla,"$14,000"
1616521764-892,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/departamento/for-rent/?page=2,Renta de Pent house chico amueblado en condominio exclusivo Cumbres del Lago JF,"$23,500"
1616521593-137,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?page=2,Departamento en Renta Querétaro 1 Rec y Estudio Centro Sur Central park T 200,"$14,000"
1616521634-319,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?page=1,"Departamento en Renta, en Milenio 3a. Sección, Querétaro","$15,500"
1616521709-654,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=3,Loft-Suite Amueblado Todos los Servicios Incluídos Milenio III,"$6,500"
1616521663-461,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=2,Departamento en Altos de Juriquilla con cocina equipada RAHQRO,"$14,000"
1616521794-1034,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=10,Lomelin BR | DEPARTAMENTO EN RENTA | 2 HABITACIONES | CANTALAGUA JURIQUILLA,"$15,000"
1616521744-799,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=6,Departamento - Juriquilla,"$26,000"
1616521770-934,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=9,Departamentos en Renta - Queretaro - CaÃ±adas del Lago,"$15,000"
1616521751-824,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=1,"DEPARTAMENTO EN QUERÉTARO, JURIQUILLA","$14,000"
1616521800-1070,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=1,"3 Departamentos en RENTA en El Campanario con 2 rec, 2 baños y Amenities","$18,000"
1616521675-521,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/departamento/for-rent/?page=2,Departamento en Renta Aun Costado de Plaza Nautica Juriquilla,"$15,000"
1616521593-158,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?page=5,RENTA DEPARTAMENTO CENTRO SUR AMUEBLADO,"$18,500"
1616521612-232,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?page=3,RENTA DE LOFT EN LOS ARCOS,"$12,000"
1616521696-606,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=1,"Departamento en Querétaro, Juriquilla","$12,500"
1616521800-1063,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=3,"DEPARTAMENTO EN RENTA EN CITY VIEW, EXCLUSIVA ZONA CERCA DEL CAMPANARIO QRO.","$16,000"
1616521663-456,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?page=3,Departamento Nuevo en Renta Amueblado de 3 Recamaras,"$24,000"
1616521716-672,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=4,DEPARTAMENTO AMUEBLADO Y EQUIPADO EN RENTA QUERETARO JURIQUILLA,"$24,500"
1616521782-983,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?page=2,Espectacular Departamento de 2 Recámaras y 2 Baños en Centro Sur Ofp 19-604,"$15,000"
1616521634-324,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?page=2,Lofts amueblados en Renta en Milenio III,"$10,000"
1616521702-616,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=11,Departamento Exclusivo en Renta Amueblado Juriquilla Santa Fe,"$25,000"
1616521737-771,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?page=2,Departamento en Renta  con 3 recamaras a solo 15min del Centro de Queretaro.,"$7,500"
1616521723-720,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?page=3,"HERMOSOS DEPARTAMENTOS AMUEBLADOS EN RENTA, LOMA DORADA, QRO.","$15,500"
1616521696-609,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=10,Lomelin BR | DEPARTAMENTO AMUEBLADO | 3 HABITACIONES + BALCON | HABITAREA TOWERS JURI...,"$25,000"
1616521744-809,https://www.lamudi.com.mx/queretaro-arteaga/corregidora/el-pueblito-13/departamento/for-rent/,MIRADOR DE VISTA REAL Duplex planta alta en renta dos pisos,"$20,000"
1616521655-424,https://www.lamudi.com.mx/queretaro-arteaga/corregidora/el-pueblito-13/departamento/for-rent/,Departamento en renta en paseos del bosque 2 recamaras y estudio,"$7,800"
1616521655-423,https://www.lamudi.com.mx/queretaro-arteaga/el-marques/el-mirador-128/departamento/for-rent/?page=1,"Depa en renta a estrenar, excelentes acabados a 10 min. del Centro Histórico JF","$12,500"
1616521689-562,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=9,"Se Renta Depa Amueblado en Santa Fe de Juriquilla 2 Recamaras, Posee Alberca YCC","$15,000"
1616521751-847,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?page=1,"Se Renta Departamento AMUEBLADO en MILENIO, Hermosa Vista, Equipado !!","$15,000"
1616521709-640,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=9,RENTA PENTHOUSE AMUEBLADO 4 RECAMARAS EN JURIQUILLA SANTA FE,"$100,000"
1616521751-834,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=11,Se renta departamento amueblado de 2 recamaras en santa fe de juriquilla,"$15,500"
1616521737-772,https://www.lamudi.com.mx/queretaro-arteaga/corregidora/los-candiles-1/departamento/for-rent/,Departamento en Puerta Real  Planta alta,"$9,500"
1616521586-132,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/departamento/for-rent/?page=1,RENTA DE DEPARTAMENTO CON 2 HABITACIONES EN JURIQUILLA,"$22,000"
1616521599-175,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=3,DEPARTAMENTO EN RENTA EN CAMPANARIO ÉLITE,"$18,000"
1616521663-436,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=9,Departamento Juriquilla Ateliere 4 recamaras,"$14,000"
1616521751-820,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=2,Departamento en Renta JURIQUILLA CANTALAGUA QUERETARO 2 habitaciones en privada,"$15,000"
1616521794-1036,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?page=1,Renta departamento alterra towers con increibles amenidades,"$15,000"
1616521730-733,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?page=4,"Departamento en renta en Centro Sur Koloria, 2 rec., 2 baños.","$18,000"
1616521619-280,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?page=5,ESTRENE DEPARTAMENTO EN RENTA,"$20,000"
1616521612-237,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/departamento/for-rent/?page=2,Departamento en renta amueblado con amenidades y vista panorámica a lago y campo de g...,"$20,000"
1616521593-149,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?page=3,HERMOSO DEPARTAMENTO EN MILENIO III,"$11,000"
1616521696-588,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=7,Departamento Amueblado en Renta Juriquilla Towers,"$20,000"
1616521764-899,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?page=1,"Departamento amueblado en renta, Centro Sur","$20,000"
1616521641-364,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?page=1,RENTA DEPARTAMENTO MILENIO III,"$10,500"
1616521709-641,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?page=2,RENTA DEPARTAMENTO PLANTA BAJA MILENIO III,"$11,000"
1616521702-613,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?page=1,Departamento en Centro Sur de 2 dormitorios y 87 mts2! RAHQRO,"$14,000"
1616521641-359,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?page=3,Departamento en Renta EL REFUGIO Queretaro 3 habitaciones Amueblado con amenidades,"$18,000"
1616521716-688,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=6,Departamento - Juriquilla,"$24,000"
1616521770-915,https://www.lamudi.com.mx/queretaro-arteaga/el-marques/el-mirador-128/departamento/for-rent/?page=2,"Se renta depa en Zen Life, 1 recamara con baño completo YCC","$6,500"
1616521682-524,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=11,DEPARTAMENTO EN RENTA AMUEBLADO EN JURIQUILLA TOWERS,"$26,000"
1616521737-765,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?page=6,"RENTA de Departamento AMUEBLADO con Alberca. Centro Sur, Queretaro","$25,000"
1616521605-200,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/departamento/for-rent/?page=2,"Sin Amoblar Dúplex Lujos, Diseños de Calidad, Amenidades y Seguridad 24/7!","$18,500"
1616521593-147,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/departamento/for-rent/?page=1,Departamento amueblado en Juriquilla de 100 mts2 y 2 dormitorios! RAHH 20-2,"$18,500"
1616521599-189,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?page=4,Departamento amueblado en Centro Sur de 3 dormitorios! RAHQRO 20-247,"$25,000"
1616521619-276,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?page=1,Departamento en Renta en el Refugio en Torres Oasis en Queretaro,"$9,500"
1616521730-729,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?page=2,LUJOSO DEPARTAMENTO AMUEBLADO Y EQUIPADO DE 162 m2 CON AMPLIA TERRAZA,"$24,000"
1616521634-316,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=2,Renta departamento amueblado Adamant Queretaro,"$19,000"
1616521669-488,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?page=2,"DEPARTAMENTO EN RENTA, 147 m2 EN EL PISO 9, AMPLIOS ESPACIOS, EXCELENTE VISTA","$18,600"
1616521702-638,https://www.lamudi.com.mx/queretaro-arteaga/corregidora/el-pueblito-13/departamento/for-rent/,Departamento en el pueblito de 2 dormitorios y 114 mts2! Goc,"$13,000"
1616521655-407,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=1,DEPARTAMENTO NUEVO EN RENTA EN JURIQUILLA CON HERMOSA VISTA,"$16,500"
1616521800-1078,https://www.lamudi.com.mx/queretaro-arteaga/corregidora/los-candiles-1/departamento/for-rent/,"Hermoso departamento en renta 2 recamaras en el pueblito, sin muebles jgj","$7,800"
1616521586-122,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=1,RENTA  DE DEPARTAMENTO AMUEBLADO Y EQUIPAD EN SIERRA AZUL,"$27,000"
1616521675-511,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/departamento/for-rent/?page=1,Altos de Juriquilla departamento en renta sin amueblar de 2 recamaras!,"$14,500"
1616521599-171,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?page=5,"Departamento en renta en Querétaro, Alia Sky Living*","$16,500"
1616521612-238,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/departamento/for-rent/,RENTA DEPARTAMENTO ARCO DE PIEDRA JURICA,"$24,000"
1616521648-394,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/departamento/for-rent/,"DEPARTAMENTO EN RENTA EN JURICA, EDIFICIO AIRA, ARCO DE PIEDRA","$16,000"
1616521648-386,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?page=3,DEPARTAMENTO AMUEBLADO EN RENTA EN CENTRAL PARK,"$22,501"
1616521628-293,https://www.lamudi.com.mx/queretaro-arteaga/el-marques/el-mirador-128/departamento/for-rent/?page=1,Departamento en renta El Mirador 2 habitaciones JGCC,"$11,500"
1616521689-571,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/departamento/for-rent/?page=1,Se Renta Depa de Lujo Amoblado con 2 Recamaras y 2 Baños Zona Exclusiva Jpc,"$19,000"
1616521599-186,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=1,Departamento en Renta Juriquilla Towers ...  Vive y piensa en Alto,"$19,000"
1616521800-1086,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=2,Renta de Amplio Departamento Amueblado en Juriquilla,"$15,500"
1616521794-1046,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=9,Departamento de 2 recamaras en renta Cantalagua Juriquilla,"$15,000"
1616521751-830,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=2,RENTA DEPARTAMENTO EN ALEGRA JURIQUILLA,"$18,000"
1616521794-1032,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=3,Departamento en Renta en El Campanario de 1 Dormitorio y 1 Baño! Rahqro,"$19,000"
1616521663-442,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?page=4,Departamento amoblado en Centro Sur de 110 mts2! RAHQRO,"$25,000"
1616521619-261,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=6,Departamento amueblado en Renta GGV#21-1465,"$20,500"
1616521770-909,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=7,Departamento en Renta en BIOSFERA TOWERS JURIQUILLA,"$27,000"
1616521764-888,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?page=1,Renta hermoso departamento en PB en Riscos Zakia,"$7,700"
1616521730-735,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/departamento/for-rent/?page=1,AMBAR TOWER Cumbres del Lago Juriquilla Departamento con o sin muebles en renta 2 rec...,"$18,000"
1616521599-188,https://www.lamudi.com.mx/queretaro-arteaga/el-marques/el-mirador-128/departamento/for-rent/?page=2,Departamento en renta a estrenar en RES del PARQUE,"$11,500"
1616521682-534,https://www.lamudi.com.mx/queretaro-arteaga/el-marques/el-mirador-128/departamento/for-rent/?page=1,DEPARTAMENTO NUEVO EN RENTA EN SUMMIT PARK EN ZONA DE EL MIRADOR,"$13,000"
1616521689-551,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?page=2,RENTA DEPARTAMENTO CON VIGILANCIA Y ALBERCA EN MILENIO III,"$12,000"
1616521702-622,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=1,"DEPARTAMENTO AMUEBLADO EN RENTA EN WISE LIVING JURIQUILLA, QRO. GPS INMOBILIARIA","$35,000"
1616521800-1073,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=1,RENTA DEPARTAMENTO EN JURIQUILLA TOWERS LL,"$20,000"
1616521800-1066,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=4,"RENTA DE DEPARTAMENTO EN BIOSFERA, JURIQUILLA","$15,000"
1616521782-971,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=6,DEPARTAMENTO en RENTA Amueblado en JURIQUILLA Queretaro,"$18,000"
1616521770-913,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=5,"RENTA DEPTO BIOSFERA 3 REC. $17,500.00","$17,500"
1616521776-962,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=10,Departamento - Juriquilla,"$19,800"
1616521744-801,https://www.lamudi.com.mx/queretaro-arteaga/el-marques/el-mirador-128/departamento/for-rent/?page=2,"Departamento en Renta en El Mirador 2 Recamaras, Alberca. YCC","$14,000"
1616521682-532,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=1,Departamento en Renta en el centro de Juriquilla,"$9,500"
1616521800-1068,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=2,RENTA DE DEPARTAMENTO AMUEBLADO Y EQUIPADO EN JURIQUILLA TOWERS,"$27,000"
1616521794-1055,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?page=3,LINDO DEPARTAMENTO EN RENTA  MONTE BELLO MILENIO,"$25,000"
1616521696-598,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=8,"DEPARTAMENTO LOFT EN RENTA AMUEBLADO, EN JURIQUILLA, 2 RECAMARAS 160 M2","$27,000"
1616521757-853,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?page=2,RENTA DEPARTAMENTO AMUEBLADO MILENIO,"$14,000"
1616521702-610,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=6,Renta Departamento Amueblado En Juriquilla Santa Fe  1 Dormitorio,"$22,500"
1616521770-922,https://www.lamudi.com.mx/queretaro-arteaga/el-marques/el-mirador-128/departamento/for-rent/?page=1,Departamento en renta a estrenar en RES del PARQUE,"$11,500"
1616521689-561,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?page=6,LUJOSO DEPARTAMENTO AMUEBLADO Y EQUIPADO DE 162 m2 CON AMPLIA TERRAZA,"$24,000"
1616521605-205,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?page=1,"Departamento en renta en Centro Sur, Qro.","$14,000"
1616521641-354,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/departamento/for-rent/?page=1,"DEPAS EN RENTA EN CUMBRES DE LAGO JURIQUILLA, QUERÉTARO.","$18,000"
1616521599-166,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?page=4,Departamento sin amoblar en Centro Sur de 2 dormitorios! RAHQRO,0
1616521619-262,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=7,DEPARTAMENTO EN RENTA AMUEBLADO JURIQUILLA,"$20,000"
1616521764-903,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=2,"Juriquilla, Departamento en Planta Baja en Condominio Privado - Renta","$9,500"
1616521794-1053,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?page=3,Departamento renta Koloria ubicadisimo ideal pareja o ejecutivo,"$12,950"
1616521628-292,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?page=2,"Departamento en renta, Centro Sur OFP EX-965","$14,000"
1616521634-326,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?page=3,Departamento totalmente amueblado en Central Park Queretaro,"$21,500"
1616521628-308,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?page=1,HERMOSO DEPARTAMENTO NUEVO EN RENTA AMUEBLADO UBICADO EN ALTERA TOWERS !!,"$17,500"
1616521730-746,https://www.lamudi.com.mx/queretaro-arteaga/el-marques/el-mirador-128/departamento/for-rent/?page=1,Departamento nuevo en renta residencial del parque 2 recamaras MFT,"$14,000"
1616521689-567,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?page=3,"DEPARTAMENTO EN CALZADA LOS ARCOS, A UNOS METROS DE BLVD. BERNARDO QUINTANA.","$11,500"
1616521696-608,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=1,DEPARTAMENTO EN RENTA EN JURIQUILLA TOWERS,"$25,000"
1616521800-1076,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=5,Departamento amueblado de 3 recámaras + cuarto de servicio Biosfera Towers,"$30,000"
1616521776-944,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=11,"Departamento en renta  en condominio en Real de Juriquilla, Qro.","$20,000"
1616521737-774,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=8,"Renta de Departamento en Juriquilla Altara, Qro. 2 recámaras","$13,000"
1616521757-876,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?page=6,RENTA DE DEPARTAMENTO AMUEBLADO Y EQUIPADO EN CENTRAL PARK,"$30,000"
1616521605-209,https://www.lamudi.com.mx/queretaro-arteaga/el-marques/el-mirador-128/departamento/for-rent/?page=2,"Loft en Renta, en El Mirador, El Marqués","$7,900"
1616521682-526,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?page=1,Departamento en El Refugio de 3 dormitorios sin amoblar y 95 mts2! RAHQRO,"$12,200"
1616521730-750,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=3,Departamento sin amueblar en la zona de mayor plusvalía de Querétaro! RAHQRO,"$25,000"
1616521663-434,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?page=5,Bello Departamento en Renta en Koloria Centro Sur 2 Recamaras y Alberca Ycc,"$14,000"
1616521612-253,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=6,Departamento Amueblado en Renta en Juriquilla Queretaro,"$24,000"
1616521770-925,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=2,DEPARTAMENTO EN RENTA EN MEDITERRANEA JURIQUILLA LL,"$9,500"
1616521794-1031,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=3,DEPARTAMENTO EN RENTA VÉRTICE JURIQUILLA,"$13,500"
1616521788-1001,https://www.lamudi.com.mx/queretaro-arteaga/el-marques/el-mirador-128/departamento/for-rent/?page=2,Departamento de lujo y hermosa vista completamente equipado en Centro Sur JF,"$16,000"
1616521682-547,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=1,PRECIOSO DEPARTAMENTO DE LUJO PARA EJECUTIVOS AMUEBLADO,"$16,000"
1616521675-503,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/departamento/for-rent/,"DEPARTAMENTO  EN RESIDENCIAL LOS FRESNOS, QUERÉTARO","$8,500"
1616521648-402,https://www.lamudi.com.mx/queretaro-arteaga/el-marques/el-mirador-128/departamento/for-rent/?page=2,Loft en renta mirador queretaro,"$7,000"
1616521682-538,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?page=4,Departamento en Renta Con Vista Panoramica,"$17,190"
1616521619-268,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=2,Renta Departamento Adamant Queretaro  Amueblado,"$19,000"
1616521669-490,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=2,DEPARTAMENTO EN RENTA CUMBRES DE JURIQUILLA QUERETARO CON EXCELENTE VISTA,"$18,000"
1616521794-1038,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=2,Departamento sin amoblar en renta de 120 mts2 en El Campanario! RAHQRO,"$29,000"
1616521669-465,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/departamento/for-rent/,RENTA DEPARTAMENTO GRAN RESERVA TORRE DE PIEDRA ANTEA,"$14,000"
1616521648-403,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=6,Fray Junipero Serra departamento a estrenar de 2 recamaras!,"$17,000"
1616521770-920,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=7,Departamento en Renta a Estrenar en Juriquilla,"$16,000"
1616521764-886,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=11,"Departamento en Renta, en Juriquilla, Querétaro","$14,000"
1616521737-760,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/departamento/for-rent/?page=2,LOFT EN RENTA NAUTICO JURIQUILLA AMUEBLADO,"$14,000"
1616521593-165,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/departamento/for-rent/?page=1,RENTA DEPARTAMENTO EN CUMBRES DEL LAGO 2 RECAMARAS 2 BAÑOS,"$17,000"
1616521599-190,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=9,"Renta PH amueblado en fraccionamiento hermoso, seguro y tranquilo JF","$25,500"
1616521751-839,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?page=1,Centro Sur bello departamento de 2 recamaras! RAHQRO,"$14,000"
