web-scraper-order,web-scraper-start-url,titulo,precio,metros
1620528032-11942,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-pueblito-19/terreno/for-sale/?currency=mxn,VENTA DE TERRENO EN LOS OLVERA,"$10,000,000",4000
1620528075-12084,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/terreno/for-sale/?&page=1,Terreno en Venta Cumbres del Lago Juriquilla Querétaro,"$1,242,000",270
1620528358-12931,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/terreno/for-sale/?&page=1,"Venta  Terreno Habitacional en El Refugio, Querétaro.","$1,150,000",130
1620528350-12906,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/terreno/for-sale/?&page=2,Venta terreno en La Espiga con gran plusvalía,"$2,516,000",370
1620528065-12037,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/terreno/for-sale/?&page=2,VENTA DE TERRENO EN CUMBRES DEL LAGO,"$3,245,179",478
1620528285-12726,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=3,"Terreno comercial en venta en Valle de Juriquilla, Querétaro con trámites para constr...","$49,110,000",4371
1620528193-12469,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/terreno/for-sale/?&page=1,Milenio 3era Sección - Terreno con Sótano en Venta,"$2,283,645",351
1620528147-12301,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?&page=2,TERRENO RESIDENCIAL UNICO EN SU TIPO,"$20,416,000",1408
1620528333-12836,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/terreno/for-sale/?&page=4,"TERRENO EN VENTA, 4000M2 EN FRAY JUNIPERO SERRA   CMC #20-2358","$22,000,000",4000
1620528229-12579,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=8,VENTA DE TERRENO COMERCIAL EN JURIQUILLA,"$9,900,000",null
1620528083-12099,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/terreno/for-sale/?currency=mxn,"Terreno comercial en Venta, en Centro Sur, Querétaro","$87,000,000",6000
1620528147-12309,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?&page=2,TERRENOS EN VENTA EN EL CAMPANARIO DE VARIAS MEDIDAS Y EN DIFERENTES ZONAS,"$8,150,000",788
1620528175-12389,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/terreno/for-sale/?&page=3,VENTA TERRENO 600 M EXCELENTE VISTA EN MILENIO QUERETARO,"$3,706,895",613
1620528147-12297,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?&page=2,TERRENO EN VENTA EN EL CAMPANARIO EN ESQUINA.,"$6,750,000",762
1620528341-12880,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/terreno/for-sale/?&page=3,VENTA TERRENO EL REFUGIO QUERÉTARO,"$1,606,500",255
1620528221-12556,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=9,MACROLOTE FRENTE A SUPERAMA JURIQUILLA,"$278,140,409",32722
1620528184-12410,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/terreno/for-sale/?&page=2,TERRENO EN VENTA  164M2 EN MILENIO III,"$1,090,000",164
1620528193-12468,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/terreno/for-sale/?&page=1,"6 terrenos en venta en milenio iii, qro. Juntos o por separado","$8,000",168
1620528238-12608,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=7,Terrenos con Uso de Suelo Mixto en Juriquilla,"$11,000",2030
1620528203-12490,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=11,KL / EXCELENTE TERRENO RESIDENCIAL EN ESQUINA. JURIQUILLA CAMPESTRE.,"$1,770,000",438
1620528350-12907,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/terreno/for-sale/?&page=2,Venta de Terreno residencial el refugio,"$1,864,000",270
1620528193-12441,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/terreno/for-sale/?&page=1,Venta de Terreno de oportunidad. Milenio III. Senda Eterna. L552,"$1,090,000",190
1620528193-12440,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/terreno/for-sale/?&page=1,Venta de Terreno de oportunidad. Milenio III. Senda Eterna. L550,"$1,090,000",190
1620528311-12781,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=1,Terreno en venta en Bio Preserve Juriquilla Queretaro GPS,"$1,059,000",214
1620528238-12606,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=7,"Zona más bonita y exclusiva de Juriquilla, terreno de 1000 mts2! JGJ","$5,250,000",1000
1620528147-12310,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?&page=2,TERRENO VENTA EL CAMPANARIO SANTO DOMINGO,"$13,650,000",1265
1620528213-12500,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=10,"Terreno habitacional en Venta, en Juriquilla, Querétaro","$703,000",167
1620528341-12885,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/terreno/for-sale/?&page=3,Querétaro Sobre Fray Junípero Serra Terreno 1500m2  Esquina 2 Frentes  CMC21-24,"$8,700,000",1500
1620528221-12549,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=9,VENTA DE TERRENO HABITACIONAL CONDESA JURIQUILLA,"$1,650,000",216
1620528129-12240,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?&page=4,"Terreno en El Campanario, zona completamente construida! RCS 19-2433","$6,900,000",653
1620528053-12003,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/terreno/for-sale/?&page=3,TERRENO EN VENTA EN CUMBRES DEL LAGO EN ESQUINA. QUERETARO,"$4,350,000",622
1620528184-12418,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/terreno/for-sale/?&page=2,"Espectacular terreno en venta. Uso de suelo mixto en Milenio, Increíble vista.","$1,700,000",200
1620528147-12312,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?&page=2,¡¡ EXCELENTE TERRENO DE 1040M2  EN FRACCIONAMIENTO RESIDENCIAL EL CAMPANARIO !!,"$10,400,000",1040
1620528137-12278,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?&page=3,Exclusivo Lote en Desarrollo en El Campanario,"$10,438,414",1072
1620528311-12791,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=1,"Terreno habitacional en Venta, en Juriquilla, Querétaro","$990,000",300
1620528193-12460,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/terreno/for-sale/?&page=1,"Se Vende Terreno en Milenio III - 167 m2, en PRIVADA, Seguridad 24.7","$1,650,000",167
1620528221-12540,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=9,TERRENO EN VENTA (uso mixto) JURIQUILLA (frente a Superama),"$10,383,670",943
1620528137-12267,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?&page=3,"Terreno - en VENTA Hacienda El Campanario, Qro.","$9,467,500",1001
1620528248-12633,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=6,Terreno en venta Juriquilla Esquina Frente al Lago,"$5,400,000",1053
1620528229-12585,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=8,"Terreno comercial en Venta, en Juriquilla, Querétaro","$44,000,000",4000
1620528092-12131,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/terreno/for-sale/?&page=3,¡¡ EXCELENTE TERRENO DE 1 HECTAREA EN VENTA UBICADO EN JURICA !!,"$8,500",10000
1620528100-12171,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/terreno/for-sale/?&page=2,Terreno Habitacional en Venta,null,10000
1620528285-12727,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=3,"Se Vende Hermoso Terreno PLANO de 164 m2 en San Isidro Juriquilla, GANELO!","$687,750",164
1620528137-12272,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?&page=3,Terreno en Venta la Capilla lote 7,"$11,500,000",1277
1620528175-12402,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/terreno/for-sale/?&page=3,"Terreno Macrolote para Desarrolladores, Milenio III","$8,500,000",1487
1620528175-12394,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/terreno/for-sale/?&page=3,TERRENO EN VENTA para DEPARTAMENTOS en MILENIO QUERETARO,"$8,178,500",1487
1620528213-12507,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=10,Terreno para inversionistas en Juriquilla de 29406 mts2 en venta! RAHH,"$117,624,000",29406
1620528065-12047,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/terreno/for-sale/?&page=2,VENTA TERRENOS - CUMBRES DEL LAGO - JURIQUILLA - QUERETARO,"$2,200,000",394
1620528213-12514,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=10,"Macrolotes VENTA Puerta Norte, entrada a Juriquilla desde $22,096,000 QUERETARO","$22,096,000",3564
1620528221-12552,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=9,Terreno en la zona más exclusiva de Juriquilla! JGJ 20-1570,"$5,250,000",1000
1620528166-12378,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/terreno/for-sale/?currency=mxn,"Excelente Terreno en Venta en El Tintero, Querétaro","$16,134,000",5378
1620528221-12550,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=9,"TERRENO COMERCIAL DE 11,500 M2 EN VENTA SOBRE PASEO DE LA REPÚBLICA!","$150,000,000",11500
1620528229-12580,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=8,"Gran Oportunidad, excelenteTerreno plano en Juriquilla, Queretaro.","$39,015,000",15606
1620528129-12239,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?&page=4,Terreno en El Campanario en zona completamente construida de 653 mts2!,"$6,900,000",653
1620528100-12167,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/terreno/for-sale/?&page=2,Terrenos en venta Residencial Tsalach,"$4,750",162
1620528129-12251,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?&page=4,Terreno en El Campanario de 653 mts2! RCS 20-2039,"$6,900,000",653
1620528075-12078,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/terreno/for-sale/?&page=1,Terreno con excelente ubicación/orientación Cumbres del Lago Juriquilla. TV-1428,"$1,550,000",280
1620528238-12615,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=7,"Macrolotes VENTA Puerta Norte, entrada a Juriquilla desde $14,300,000 QUERETARO","$14,300,000",2200
1620528324-12802,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/terreno/for-sale/?&page=5,Lote comercial con acceso directo del anillo vial Fray Junípero*CMC #20-2357,"$8,700,000",1500
1620528166-12368,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/terreno/for-sale/?currency=mxn,Oportunidad: Macrolote en Milenio,"$11,669,280",3581
1620528248-12634,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=6,TERRENO EN VENTA JURIQUILLA PUERTA NORTE QUERETARO,"$20,437,500",3750
1620528100-12159,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/terreno/for-sale/?&page=2,TERRENO HABITACIONAL EN VENTA EN JURICA,"$2,900",10912
1620528341-12869,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/terreno/for-sale/?&page=3,Terreno en Residencial el Refugio,"$1,200,000",168
1620528109-12196,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/terreno/for-sale/?&page=1,Terreno en Venta en Cumbres de Jurica,"$13,200,000",2400
1620528053-12004,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/terreno/for-sale/?&page=3,Venta de Terreno en Cumbres del lago,"$1,758,906",253
1620528119-12207,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?&page=5,"Terreno Residencial en venta El Campanario, Querétaro","$11,475,000",850
1620528358-12946,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/terreno/for-sale/?&page=1,El Refugio Terreno Venta ¡Listo para construir...!,"$1,150,000",130
1620528092-12132,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/terreno/for-sale/?&page=3,"Terreno en Venta Ubicado en Jurica, Querétaro.","$66,500,000",10236
1620528333-12856,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/terreno/for-sale/?&page=4,El Refugio macrolote con uso de suelo mixto de 15336 mts2! RCS,"$75,915,922",15336
1620528311-12794,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=1,Venta de terreno habitacional en Valle de Juriquilla,"$1,375,000",168
1620528324-12819,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/terreno/for-sale/?&page=5,"VENTA DE MACROLOTES EN QUERÉTARO, IDEAL PARA INVERSIONISTA O DESARROLLADOR. III","$32,680,472",7427
1620528032-11958,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-pueblito-19/terreno/for-sale/?currency=mxn,Terreno Habitacional en Venta con Vista Panoramica,"$750,000",225
1620528043-11970,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/terreno/for-sale/?&page=4,"KL / TERRENO EN VENTA, CUMBRES DEL LAGO.","$1,490,000",275
1620528032-11962,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-pueblito-19/terreno/for-sale/?currency=mxn,Terreno en medio del mayor crecimiento residencial de Corregidora! RAHQRO,"$13,511,884",3871
1620528301-12750,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=2,"Se Vende Hermoso Terreno PLANO de 160 m2 en San Isidro Juriquilla, GANELO!","$672,000",160
1620528258-12667,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=5,VENTA DE TERRENO EN JURIQUILLA,"$10,373,000",null
1620528175-12392,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/terreno/for-sale/?&page=3,"Terreno ubicado en una zona privilegiada, con vista a la cañada Milenio III","$10,597,500",2355
1620528341-12873,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/terreno/for-sale/?&page=3,"Venta terreno Querétaro, La Cima, a un costado El Refugio: alberca y casa club","$6,300",177
1620528213-12506,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=10,Excelente oportunidad para inversionistas en Juriquilla! RCS,"$191,139,000",29406
1620528221-12535,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=9,Terreno en venta a pie Carretera 57 entrada a Juriquilla Queretaro GPS,"$70,000,000",10000
1620528119-12208,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?&page=5,"Campanario de La Piedad Lote 46, precio negociable.","$11,500,000",1250
1620528175-12393,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/terreno/for-sale/?&page=3,TERRENO EN VENTA EN MILENIO III DE 612.71 M2,"$3,716,454",614
1620528083-12102,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/terreno/for-sale/?currency=mxn,Terreno en venta Centro Sur JRH,"$3,439,127",405
1620528083-12100,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/terreno/for-sale/?currency=mxn,Terreno En Venta Para Desarrolladores  Centro de Congresos,"$6,000",2437
1620528157-12322,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?&page=1,Lote 11 en Venta Paseo de los Claustros,"$6,350,000",766
1620528285-12725,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=3,Terreno en esquina de 191 mts2 en Altos de Juriquilla! RCS 20-990,"$1,200,000",191
1620528324-12809,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/terreno/for-sale/?&page=5,"MACROLOTE H8 ideales para DESARROLLADORES e inversionistas, Fray Junipero Serra","$47,736,303",12085
1620528311-12769,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=1,Terreno En Venta En Juriquilla Campestre Queretaro -GPS,"$1,100,000",297
1620528109-12180,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/terreno/for-sale/?&page=1,"Terreno en Venta, uso Comercial, Habitacional y de Servicios, Juriquilla, Querétaro, ...","$29,579,130",3399
1620528238-12611,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=7,TERRENO COMERCIAL EL VENTA / JURIQUILLA / QUERETARO,"$160,000,000",11500
1620528053-12001,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/terreno/for-sale/?&page=3,"Venta de Terreno Habitacional dentro de Cumbres del Lago,  Juriquilla, Queretaro","$1,550,000",272
1620528092-12120,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/terreno/for-sale/?&page=3,"TERRENO EN VENTA EN JURICA, QUERETARO","$3,900,000",600
1620528350-12914,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/terreno/for-sale/?&page=2,Macrolote en El Refugio con uso de suelo mixto de 3116 mts2! RAHQRO,"$13,712,820",3116
1620528129-12257,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?&page=4,TERRENO EN VENTA EL CAMPANARIO RESIDENCIAL,"$11,500",1235
1620528193-12465,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/terreno/for-sale/?&page=1,"Terreno en Venta, Amania, Querétaro.","$952,325",244
1620528341-12878,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/terreno/for-sale/?&page=3,VENTA DE MACROLOTE IDEAL PARA INVERSIONISTAS,"$47,736,303",12085
1620528129-12256,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?&page=4,Terreno en El Campanario en zona completamente construida! ATC,null,653
1620528221-12547,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=9,Terreno en Venta RID10384,"$2,028,950",341
1620528065-12042,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/terreno/for-sale/?&page=2,TERRENO EN VENTA EN CUMBRES DEL LAGO,"$1,806,680",291
1620528109-12192,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/terreno/for-sale/?&page=1,Terreno de uso de suelo habitacional en Jurica de 39907 mts2! RAHH,"$25,940,044",39907
1620528268-12699,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=4,"Terreno Habitacional con Amenidades, Juriquilla. Venta","$1,963,606",325
1620528268-12685,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=4,"Terreno en venta en San Isidro. Super precio, Juriquilla Qro.","$750,500",167
1620528083-12091,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/terreno/for-sale/?currency=mxn,Terreno en Venta en Queretaro Centro Sur Desarrollo Premium,"$4,147,500",525
1620528129-12233,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?&page=4,Terreno en Venta El Campanario Querétaro,"$6,330,400",633
1620528184-12435,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/terreno/for-sale/?&page=2,Terreno en Venta en Milenio 3a. Sección,"$3,706,000",612
1620528184-12432,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/terreno/for-sale/?&page=2,"Terreno con Autorización para Construir 16 Departamentos, Querétaro CMC20-431","$10,597,500",2355
