web-scraper-order,web-scraper-start-url,titulo,precio,recamaras,mconstruidos
1620523864-11169,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-25.html,"Preciosa Residencia de Autor - Cumbres del Lago, 4 Recamaras","4,843,000",3,189
1620522732-7708,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-11.html,"Preciosa Casa en Milenio III, Roof Garden, Cochera Techada, 4 Recamaras, Ganala","2,920,000",4,250
1620523270-9313,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-6.html,Casa en Venta en Querétaro,"2,380,000",4,162
1620524104-11923,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-residencial-el-refugio-pagina-1.html,Casa en Venta en Juriquilla Querétaro,"2,635,000",3,128
1620523560-10209,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-65.html,"Hermosa Casa en Cumbres de Juriquilla, 3 Recámaras, Jardín, 3.5 , Salatv","2,350,000",3,160
1620522620-7372,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-25.html,Av/ Venta Casa La Castellana Valle de Juriquilla Excelente Inversion,"6,500,000",3,150
1620523774-10876,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-37.html,"Hermosa Casa en Grand Juriquilla, Jardín, 3 Recámaras, Estudio, Sala Tv, Lujo","2,900,000",3,367
1620523344-9535,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-93.html,"Preciosa Casa en La Condesa Juriquilla, 4ta Recamara en Pb, Doble Altura, Jardín","4,175,000",3,192
1620522496-7013,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-40.html,"Estrena, Residencia en Bio Grand, Roof Garden, 3 Recámaras","3,248,880",4,219
1620523423-9790,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-83.html,"Residencia en Cumbres del Lago, 4ta Rec en Pb, Jardín, Estudio, 4 , Premium","4,200,000",3,163
1620522716-7642,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-13.html,Hermosa Casa en Esquina con Alberca en La Mejor y Mas Segura Zona de Queretaro,"4,400,000",4,300
1620523682-10593,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-49.html,"Linda Casa de Autor en Cumbres del Lago - 3 Recámaras, Estudio, Jardín, Lujo","4,650,000",4,250
1620522537-7133,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-35.html,"Hermosa Casa en Cumbres del Lago, 372  - 3 Recámaras, Ctoserv, Jardín, Estudio","3,800,000",3,301
1620522612-7341,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-26.html,"Se Vende Casa en Milenio, 4ta Recamara en Pb, con Inmejorabl","4,150,000",3,317
1620523173-9004,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-19.html,Casa en Venta en Querétaro,"12,000,000",3,192
1620524036-11722,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-2.html,Casa en Venta Milenio III,"3,119,000",4,400
1620523173-9006,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-19.html,"El Refugio, Residencia de Autor, 4 Recámaras, 3 , Gran Jardín, de Lujo","3,500,000",3,145
1620524066-11809,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-residencial-el-refugio-pagina-6.html,Venta Casa 3 Deseos,"2,100,000",4,260
1620523019-8513,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-el-mirador-ciudad-de-queretaro-pagina-4.html,"Penthouse Nuevo en Venta, 3 Recamaras Desde $6,870,800 Centro Sur, Queretaro","6,870,800",3,200
1620522843-8016,https://www.inmuebles24.com/casas-en-venta-en-centro-sur-pagina-2.html,"Linda Casa en Grand Juriquilla, Lujo, 3 Recamaras, Estudio","2,490,000",3,200
1620523157-8954,https://www.inmuebles24.com/casas-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-2.html,"Residencia de Autor en Cumbres del Lago, Sótano, 3 Habitaciones, Jardín, Lujo.","5,600,000",4,1250
1620522520-7066,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-37.html,"Casa en Venta en a Cumbres del Lago Juriquilla, Qro.","6,500,000",3,270
1620523805-10993,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-33.html,"Hermosas 4 Casas en Milenio III, 3 Recámaras, 2.5 , Conjunto Privado, Lujo","2,486,000",4,325
1620523255-9257,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-8.html,Casa en Venta en Mirador El Campanario,"2,390,000",3,128
1620523084-8703,https://www.inmuebles24.com/casas-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-12.html,Venta Casa Mirador,"3,050,000",3,150
1620523019-8519,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-el-mirador-ciudad-de-queretaro-pagina-4.html,Casa en Venta El Campanario 3 Habitaciones Jrh,"19,990,000",3,145
1620523106-8791,https://www.inmuebles24.com/casas-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-9.html,"Preciosa Residencia en Grand Juriquilla, 3 Recamaras, 3 , Sala Tv, Jardín.","2,750,000",3,700
1620523390-9682,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-87.html,Casa en Venta de un Piso en Juriquilla,"2,700,000",3,230
1620523820-11018,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-31.html,"Estrena Residencia en Bio Grand, Roof Garden, 3 Recámaras, Estudio, Alberca.","3,077,750",3,174
1620523575-10266,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-63.html,Casa en Esquina en Milenio III,"3,200,000",3,158
1620523209-9109,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-14.html,"Residencia con Alberca y 6 Habitaciones en Venta en Av La Rica, Juriquilla","18,900,000",2,145
1620523454-9887,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-79.html,"Estupenda Casa en Jurica, de Oportunidad! C.401 , Gran U","4,800,000",7,1055
1620522956-8343,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-5.html,Casa en Venta en Campestre Juriquilla,"4,300,000",4,253
1620523500-10013,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-73.html,"Hermosa Residencia en Grand Juriquilla, 3 Recámaras, Alberca, 2.5 , Jardín","2,400,000",3,302
1620523406-9739,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-85.html,"Casa en Venta en Juriquilla, Querétaro","8,700,000",3,198
1620523462-9910,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-78.html,"En San Isidro Juriquilla, Hermosa! 3 Recámaras, 2.5 , 144 , Jardín, Linda","1,682,000",4,667
1620523423-9777,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-83.html,"Preciosa Casa en Milenio III, 3 Niveles, 3 Recamaras, Jardín","2,300,000",3,144
1620523188-9038,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-17.html,"Venta Casa, Juriquilla","13,500,000",3,200
1620523538-10137,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-68.html,"Casa en Milenio III, (Sendero de Los Sueños),3 Niveles,$4,300,000.","4,300,000",4,1000
1620523307-9435,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-1.html,El Mirador Casa en Venta en Esquina de 5 Recamaras y 320 !,"5,000,000",3,181
1620523036-8563,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-el-mirador-ciudad-de-queretaro-pagina-2.html,"Hermosa Residencia, Cumbres del Lago, Jardín, Ctoserv, 3 Recamaras, Family Room","3,897,000",5,325
1620522427-6813,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-48.html,"Preciosa Casa en La Condesa Juriquilla, Estudio o 4ta Recamara en P. B, Jardín.","3,480,000",3,300
1620523932-11399,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-16.html,Casa en Venta en Preserve Juriquilla con Roof Garden,"2,400,000",4,180
1620524029-11693,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-3.html,Bella Casa en El Mirador con Espacios Muy Amplios! Myl,"2,400,000",3,450
1620522995-8456,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-el-mirador-ciudad-de-queretaro-pagina-7.html,Casa en Venta en Altos Juriquilla,"6,172,500",3,120
1620523478-9939,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-76.html,"Preciosa Residencia en Bio Grand Juriquilla, 3 Recamaras, Jardín, Alberca, Lujo","2,850,000",3,192
1620523827-11047,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-30.html,Casa en Lomas de Juriquilla,"4,700,000",3,160
1620523447-9856,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-80.html,Casa en Venta en Cumbres del Lago,"2,990,000",3,250
1620522588-7273,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-29.html,Casa en Venta en El Mirador,"2,352,000",2,276
1620523004-8477,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-el-mirador-ciudad-de-queretaro-pagina-6.html,"Residencia en Bio Grand, Roof Garden, 3 Recámaras, Estudio, Alberca!","2,986,920",3,152
1620523431-9812,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-82.html,"Casa en Venta en Cumbres del Lago, Nueva.","5,650,000",3,147
1620522572-7230,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-31.html,Casa en Venta Cumbres de Lago Juriquilla,"7,000,000",3,277
1620522411-6752,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-50.html,Venta Casa en Juriquilla de 3 Recamaras y 3 Cajones Techado!,"7,000,000",3,390
1620523659-10526,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-52.html,"Estrena, Residencia en Bio Grand, Roof Garden, 3 Recámaras, Estudio, Alberca.","3,248,880",3,590
1620523805-10972,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-33.html,"Casa en Venta, Altos Juriquilla","2,801,280",3,163
1620523322-9471,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-96.html,Oportunidad Casa Venta Juriquilla,"2,650,000",2,160
1620523368-9616,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-90.html,"Preciosa Casa en La Condesa Juriquilla, Estudio o 4ta Recáma","3,850,000",3,195
1620522771-7818,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-6.html,"Venta Casa, Cumbres del Lago","3,499,000",4,227
1620522411-6765,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-50.html,Venta Casa en Misión San Francisco Juriquilla,"6,200,000",3,218
1620523962-11482,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-12.html,Residencia en Venta Juriquilla Queretaro,"18,500,000",4,480
1620523752-10825,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-40.html,Casa en Venta en Jurica,"9,500,000",4,827
1620522933-8264,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-8.html,Venta de Casa en El Refugio con Amplios Espacio Tipo Minimalista,"2,700,000",4,1250
1620524089-11873,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-residencial-el-refugio-pagina-3.html,Venta Casa Jurica,"12,500,000",3,150
1620522868-8081,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-16.html,"Residencia en Cumbres del Lago, Gran Jardín, 3 Recámaras, 3.5 , Estudio","3,400,000",3,1100
1620522629-7383,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-24.html,Casa en Cumbres del Lago Excelente Ubicacion,"4,850,000",3,270
1620522701-7612,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-15.html,"Residencia Espectacular en Cumbres del Lago, con Vista Al Lago, Indescriptible.","18,000,000",3,317
1620522520-7067,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-37.html,"Preciosa Casa en Juriquilla, San Isidro, Alberca, 3 Recamaras, 3 , Jardín,.","1,815,000",4,1000
1620523076-8681,https://www.inmuebles24.com/casas-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-13.html,Casa en Venta en Gran Preserve Juriquilla con Roofgarden y 4 Recamaras,"2,950,000",4,1250
1620524044-11743,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-1.html,Casa en Venta en Juriquilla,"3,950,000",4,145
1620523999-11605,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-7.html,Casa en Venta en Cumbres del Lago,"7,600,000",3,218
1620522629-7385,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-24.html,Casa en Venta en Milenio III con Excelente Ubicación y Cuar,"3,100,000",3,450
1620523255-9270,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-8.html,Casa en Condominio con Seguridad 24/7 en El Mirador! Rahqro,"2,550,000",3,164
1620523019-8517,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-el-mirador-ciudad-de-queretaro-pagina-4.html,Venta Casas Querétaro Bio Juriquilla Amazonia,"2,590,000",3,128
1620523470-9929,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-77.html,"Hermosa Residencia, Cumbres del Lago, Premium, Gran Jardín, 3 Recámaras, Estudio","3,980,000",3,163
1620522661-7487,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-20.html,Hermosa Casa en Cumbres del Lago,"4,199,000",3,300
1620523766-10865,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-38.html,Bella Casa en Moderno Desarrollo Ubicado en Zona Exclusiva de Juriquilla Jf,"5,520,000",3,270
1620523560-10220,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-65.html,Casa en Venta en Milenio 3a. Sección,"3,780,000",3,245
1620523188-9044,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-17.html,Casa en Venta en Cumbres de Juriquilla con Amplio Espacio y Estancia de Tv Ycc,"2,550,000",3,165
1620523545-10175,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-67.html,Residencial - Casa - Venta de un Nivel en Fraccionamiento Jurica,"5,390,000",3,208
1620522980-8417,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-2.html,"Preciosa Casa en Cumbres del Lago, Gran Jardín, 3 Recamaras","4,500,000",3,61538
1620522646-7437,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-22.html,Venta Casa Juriquilla,"3,900,000",3,330
1620523431-9805,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-82.html,Venta - Altos Juriquilla - Queretaro,"2,620,000","4
					
						",250
1620523454-9868,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-79.html,"Casa en Venta Juriquilla 6 Recamaras, Moderna, 1000  de Terreno Cerca Uvm, Unam, Uaq, Superama","8,850,000",4,149
1620523827-11053,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-30.html,"Oportunidad del Mes Casa en Venta en Juriquilla La Condesa, Querétaro.","4,200,000",6,1000
1620523659-10528,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-52.html,Casa en Venta en El Campanario 3 Habitaciones 6  Sótano,"19,990,000",4,250
1620523165-8982,https://www.inmuebles24.com/casas-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-1.html,"En Grand Juriquilla, 3 Recámaras, 3 , Estudio, Alberca, Jardín, Lujo Total!","2,190,000",3,700
1620523879-11213,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-23.html,Casa Venta Cumbres del Lago,"6,000,000",3,195
1620522454-6894,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-45.html,"Preciosa Casa en Grand Juriquilla, 3 Recamaras, Gran Jardín","2,690,000",4,323
1620523969-11521,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-11.html,"Formidable Residencia en Juriquilla Al Campo de Golf, Oportunidad!","12,000,000",3,195
1620523850-11124,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-27.html,"Residencia de Autor en El Campanario, Única E Indescriptible","13,900,000",3,390
1620523121-8836,https://www.inmuebles24.com/casas-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-7.html,Casa Venta Altozano,"7,250,000",4,702
1620523500-10020,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-73.html,La Casa Más Económica Sur No Popular 10 Min Centro Sur,"1,155,000",3,300
1620522852-8037,https://www.inmuebles24.com/casas-en-venta-en-centro-sur-pagina-1.html,Casa de 3 Hab. (1 en P. B.) en Juriquilla,"3,750,000",3,90
1620523729-10741,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-43.html,"Jurica, Residencia en Venta en Privada con Vigilancia.","13,000,000",3,189
1620522956-8338,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-5.html,"Estrena Casa en Juriquilla San Isidro, 3 Recámaras, 2.5 , Jardín, Alberca","1,474,000",3,510
1620523454-9880,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-79.html,Venta Casa Juriquilla,"8,500,000",3,129
1620523644-10470,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-54.html,"Hermosa Casa en Milenio III, 3 Recámaras con Baño, Estudio 4ta Recámara, Alberca","2,700,000",3,975
1620523202-9089,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-15.html,"Casa Moderna a La Venta en El Mirador, Querétaro","2,559,000",4,170
1620523027-8552,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-el-mirador-ciudad-de-queretaro-pagina-3.html,Casa en Venta en Queretaro Milenio 3,"3,980,000",3,128
1620523209-9117,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-14.html,"Oportunidad, Casa en Venta, en Privada, Cumbres del Lago, Juriquilla, Queretaro","3,018,600",4,189
1620522812-7949,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-1.html,Casa en Venta en Paso de Los Toros El Refugio,"2,980,007",3,160
1620524096-11899,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-residencial-el-refugio-pagina-2.html,"Hermosos Townhouses de 187  en Milenio III, 3 Niveles, 3 Re","3,588,606",3,124
1620523285-9370,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-4.html,"Hermosa Casa en Venta en Cumbre del Lago, Aqc","4,300,000",3,187
1620522629-7391,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-24.html,Casa en Venta en Privada Grand Juriquilla con Amenidades,"2,690,000",3,282
1620523150-8917,https://www.inmuebles24.com/casas-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-3.html,"Residencia de Autor en Centro Sur, 740 , 6 Autos, 4 Habitaciones, Doble Altura","13,700,000","3
					
						",1290
1620522835-7996,https://www.inmuebles24.com/casas-en-venta-en-centro-sur-pagina-3.html,"En Venta Hermosa Residencia de Autor en Cumbres del Lago, 4 Recamaras, 5 ","6,350,000",4,740
1620522701-7597,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-15.html,Casa en Preventa Juriquilla Lomas de Juriquilla Queretaro,"5,498,000",4,300
