web-scraper-order,web-scraper-start-url,titulo,precio,recamaras,baños,mconstruidos
1620520702-6596,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-6.html,"Departamento Amueblado en Renta en Real de Juriquilla, Querétaro","17,500",3,"2
					
						",120
1620520605-6344,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-17.html,Departamento en Renta en Juriquilla Hermosa Vista,"18,500",2,"2
					
						",126
1620520605-6346,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-17.html,"Se Renta Departamento Amueblado en Biosfera Towers Juriquilla, 3 Recamas, Luxury","26,000",3,"2
					
						",135
1620520484-6058,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-4.html,Departamento en Central Park Amueblado,"23,000",1,"2
					
						",100
1620520737-6706,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-2.html,Departamento - Juriquilla,"19,000","2
					
						","2
					
						",2
1620520574-6279,https://www.inmuebles24.com/departamentos-en-renta-en-el-campanario-ciudad-de-queretaro-pagina-1.html,"Departamento en Venta o Renta en Campanario, Élite","24,000",2,"2
					
						",136
1620520558-6223,https://www.inmuebles24.com/departamentos-en-renta-en-el-campanario-ciudad-de-queretaro-pagina-3.html,Departamento Amueblado en Renta. Magnifica Vista Teide Mirador de El Campanario,"29,000",3,"3
					
						",200
1620520702-6610,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-6.html,Departamento Amueblado Renta Juriquilla,"13,200",2,"1
					
						",70
1620520518-6133,https://www.inmuebles24.com/departamentos-en-renta-en-jurica-pagina-2.html,Departamento en Renta Jurica Queretaro,"21,600",3,"2
					
						",157
1620520467-5990,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-6.html,Departamento en Renta en Centro Sur,"17,000",1,"2
					
						",105
1620520475-6034,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-5.html,Renta Lujoso Departamento Central Park Amueblado,"25,000",2,"2
					
						",85
1620520729-6665,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-3.html,"Departamento en Renta en Real de Juriquilla, Amueblado","14,000",2,"2
					
						",135
1620520501-6105,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-2.html,Departamento en Central Park Amueblado,"28,000",2,"2
					
						",119
1620520542-6186,https://www.inmuebles24.com/departamentos-en-renta-en-el-campanario-ciudad-de-queretaro-pagina-5.html,"Departamento Renta Campanario, Adamant","14,900",2,"2
					
						",75
1620520641-6439,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-13.html,Venta o Renta Moderno Departamento en Cantalagua Juriquilla,"15,000",2,"2
					
						",134
1620520667-6500,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-10.html,Departamento Panorámico en Exclusivo Residencial de de Juriq,"25,000",2,"2
					
						",196
1620520434-5908,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-10.html,"Departamento Renta 1 Rec y Estudio Querétaro, Centro Sur Cprk S/m - T200","14,500","1
					
						","2
					
						",111
1620520511-6119,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-1.html,Renta Departamento Amueblado Park Life Queretaro Centro Sur,"18,500",2,"2
					
						",96
1620520566-6263,https://www.inmuebles24.com/departamentos-en-renta-en-el-campanario-ciudad-de-queretaro-pagina-2.html,Renta Depa Completamente Amueblado en Condominio de Lujo en El Campanario Jf,"22,500",1,"1
					
						",40
1620520518-6141,https://www.inmuebles24.com/departamentos-en-renta-en-jurica-pagina-2.html,Departamento en Renta en Jurica,"6,000",1,"1
					
						",45
1620520467-5994,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-6.html,Renta Departamento Amueblado Central Park,"23,000",2,"2
					
						",157
1620520676-6537,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-9.html,Amueblado en Wise Living,"27,000",2,"2
					
						",170
1620520484-6047,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-4.html,Departamento Amueblado en Central Park,"22,000",2,"2
					
						",100
1620520667-6510,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-10.html,Departamento Amueblado en Renta Atelier Juriquilla,"16,660",2,"2
					
						",97
1620520650-6466,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-12.html,"Departamento en Primer Piso en Renta, Juriquilla, Qro.","11,000",3,"2
					
						",80
1620520641-6440,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-13.html,Bpi/ Departamento en Renta en Biòsfera Juriquilla,"15,500",2,"2
					
						",91
1620520574-6290,https://www.inmuebles24.com/departamentos-en-renta-en-el-campanario-ciudad-de-queretaro-pagina-1.html,Departamento Amueblado en Renta Teide,"20,500",1,"2
					
						",104
1620520458-5980,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-7.html,En Renta Departamento Amueblado PH Central Park Centro Sur Queretaro,"38,000",3,"3
					
						",260
1620520467-6010,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-6.html,"Departamento en Renta Central Park, Querétaro","20,000","2
					
						","2
					
						",2
1620520622-6378,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-15.html,Departamento en Renta Juriquilla Queretaro Life 3 Habitaciones y con Amenidades,"19,000",3,"2
					
						",179
1620520667-6503,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-10.html,Renta Biosfera Juriquilla Depto. con Las Mejores Amenidades,"20,000",3,"2
					
						",185
1620520622-6376,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-15.html,Departamento Amueblado de 4 Hab. + Cto. de Servicio en Cumbres del Lago Juriquilla,"27,000",4,"3
					
						",170
1620520467-5999,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-6.html,Departamento Renta Central Park,"25,000",2,"2
					
						",157
1620520475-6012,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-5.html,"Rento Departamento en Central Park, Amueblado, 160 , 2 Reca","26,000",2,"2
					
						",160
1620520612-6368,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-16.html,Renta Departamentos Amueblados - Life - Juriquilla - Quereta,"25,000",3,"2
					
						",150
1620520694-6570,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-7.html,Renta Departamento Garden Towers,"22,500",3,"3
					
						",174
1620520676-6523,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-9.html,Amueblado en Juriquilla Life,"22,000",3,"2
					
						",130
1620520605-6339,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-17.html,Departamento Amueblado Renta Juriquilla Nautico Querétaro Hermosa Vista / Ti - D,"14,000",1,"1
					
						",60
1620520630-6415,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-14.html,Rento Precioso Departamento Increíble Vista Altos Juriquilla,"14,500",2,"2
					
						",109
1620520702-6614,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-6.html,Departamento en Renta 2 Recamaras con Amenidades,"17,500",2,"2
					
						",125
1620520684-6545,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-8.html,Renta Departamentos - Juriquilla - Queretaro,"18,000",null,null,null
1620520746-6722,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-1.html,"Departamento en Renta en Torre Handiko, Juriquilla","17,500",2,"2
					
						",124
1620520467-6002,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-6.html,Departamento Amueblado en Renta Central Park Queretaro,"26,000",2,"2
					
						",1
1620520566-6262,https://www.inmuebles24.com/departamentos-en-renta-en-el-campanario-ciudad-de-queretaro-pagina-2.html,Adamant Piso 10,"14,500",2,"2
					
						",73
1620520710-6632,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-5.html,PH Juriquilla Towers,"42,000",3,"3
					
						",202
1620520566-6260,https://www.inmuebles24.com/departamentos-en-renta-en-el-campanario-ciudad-de-queretaro-pagina-2.html,Renta Departamento City View El Campanario Queretaro,"16,000",2,"2
					
						",97
1620520622-6379,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-15.html,Departamento en Renta. Juriquilla. Fvr,"30,000",3,"2
					
						",172
1620520501-6088,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-2.html,Departamento Amueblado en Renta Park Life Centro Sur Queretaro,"17,500",2,"2
					
						",66
1620520528-6155,https://www.inmuebles24.com/departamentos-en-renta-en-jurica-pagina-1.html,"Departamento en Renta - Aro de Piedra, Jurica - Queretaro - De309","19,000",3,"2
					
						",150
1620520574-6285,https://www.inmuebles24.com/departamentos-en-renta-en-el-campanario-ciudad-de-queretaro-pagina-1.html,Departamento con Espacios Amplios y Hermosa Vista,"15,000",2,"2
					
						",140
1620520694-6586,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-7.html,Departamento Amueblado en Renta Atelier Juriquilla,"16,660",2,"2
					
						",97
1620520484-6045,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-4.html,Renta Lujoso Departamento Central Park Amueblado,"25,000",2,"2
					
						",85
1620520511-6130,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-1.html,Departamento Amueblado en Centro Sur Queretaro,"21,000",2,"2
					
						",85
1620520458-5970,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-7.html,Renta Departamento Amueblado Monte Miranda 2 Dorm. 2 ,"23,000",2,"2
					
						",82
1620520484-6050,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-4.html,"Departamento Amueblado en Renta, Central Park, Piso 11","24,000",3,"2
					
						",160
1620520622-6380,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-15.html,Departamento Nuevo en Planta Baja,"25,000",2,"2
					
						",180
1620520746-6713,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-1.html,"Renta de Departamento en Biosfera Towers, Juriquilla","13,000",3,"2
					
						",125
1620520702-6601,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-6.html,"Queretaro, Juriquilla Dpto. Nuevo 3 Rec, Alberca","16,500",3,"2
					
						",166
1620520528-6157,https://www.inmuebles24.com/departamentos-en-renta-en-jurica-pagina-1.html,Departamento de 3 Hab. en Arco de Piedra Jurica,"18,000",3,"2
					
						",130
1620520528-6146,https://www.inmuebles24.com/departamentos-en-renta-en-jurica-pagina-1.html,"Departamento en Renta en Jurica, Edificio Aira, Arco de Pied","15,000",2,"2
					
						",109
1620520434-5910,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-10.html,Departamento en Renta en Centro Sur,"16,000",2,"2
					
						",93
1620520737-6696,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-2.html,Renta Departamento Amueblado de Lujo en Juriquilla Towers,"32,000",3,"3
					
						",174
1620520467-5997,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-6.html,"Departamento en Renta en Central Park, Centro Sur","23,000",2,"2
					
						",100
1620520511-6107,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-1.html,Departamento en Renta Central Park Queretaro,"30,000",3,"2
					
						",1
1620520492-6081,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-3.html,Departamento en Renta en Central Park,"26,000",2,"3
					
						",157
1620520501-6106,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-2.html,Departamento Amueblado en Central Park,"22,000",2,"2
					
						",100
1620520684-6552,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-8.html,"Departamentos en Venta Wise Living Cañada, Querétaro","30,000",null,null,146
1620520458-5982,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-7.html,Departamento en Renta en Centro Sur,"18,000",2,"4
					
						",163
1620520729-6687,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-3.html,Departamento Amueblado Renta Juriquilla Nautico Querétaro Hermosa Vista / Ti - D,"14,000",1,"1
					
						",60
1620520574-6273,https://www.inmuebles24.com/departamentos-en-renta-en-el-campanario-ciudad-de-queretaro-pagina-1.html,Departamento en Sierra Azul de 2 Hab. Excelente Vista.,"23,000",2,"2
					
						",150
1620520484-6055,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-4.html,Lujoso Departamento Amueblado en Central Park. Mantenimiento Incluído,"24,000",2,"2
					
						",160
1620520442-5918,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-9.html,Exclusivo Departamento en Renta 2 Recamaras 2  en Centro Sur Jf,"18,000",1,"2
					
						",82
1620520658-6482,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-11.html,Departamento en Renta Juriquilla Towers Santa Fe Queretaro 2 Habitaciones Excelentes Amenidades,"16,500",2,"2
					
						",90
1620520641-6444,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-13.html,"Atelier Juriquilla, Depto en Renta","19,000",3,"2
					
						",97
1620520518-6135,https://www.inmuebles24.com/departamentos-en-renta-en-jurica-pagina-2.html,"Departamento en Renta - Arco de Piedra, Jurica - Queretaro - De300","23,500",2,"2
					
						",139
1620520622-6397,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-15.html,Amueblado en Juriquilla Life,"25,000",2,"2
					
						",146
1620520550-6200,https://www.inmuebles24.com/departamentos-en-renta-en-el-campanario-ciudad-de-queretaro-pagina-4.html,Departamento - Adamant Campanario,"16,000","2
					
						","2
					
						",2
1620520630-6417,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-14.html,Departamento en Renta Muy Iluminado,"14,509",2,"2
					
						",109
1620520622-6386,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-15.html,Departamento en Renta Juriquilla Towers,"18,000",2,"2
					
						",111
1620520484-6036,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-4.html,"Departamento Amueblado en Renta, Central Park, Piso 8","22,000",3,"2
					
						",160
1620520684-6546,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-8.html,Moderno Departamento Amueblado en Atelier Juriquilla. Oc,"16,000",2,"2
					
						",69
1620520542-6180,https://www.inmuebles24.com/departamentos-en-renta-en-el-campanario-ciudad-de-queretaro-pagina-5.html,Rento Loft Amueblado Sierra Azul,"18,000",1,"1
					
						",70
1620520528-6167,https://www.inmuebles24.com/departamentos-en-renta-en-jurica-pagina-1.html,Departamento en Renta Jurica Queretaro 3 Habitaciones Privada Arco de Piedra,"18,000",3,"2
					
						",92
1620520528-6152,https://www.inmuebles24.com/departamentos-en-renta-en-jurica-pagina-1.html,Departamento en Venta en Jurica Nuevo,"28,000",3,"3
					
						",158
1620520542-6182,https://www.inmuebles24.com/departamentos-en-renta-en-el-campanario-ciudad-de-queretaro-pagina-5.html,Renta Departamento Amueblado Adamant,"17,000",1,"1
					
						",56
1620520484-6042,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-4.html,Departamento Renta Centro Sur Queretaro,"23,000",3,"3
					
						",129
1620520434-5907,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-10.html,Bonito Departamento en Renta Amueblado con 3 Recamaras en Centro Sur,"25,000",3,"2
					
						",110
1620520484-6054,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-4.html,Excelente Departamento en Renta en Centro Sur,"23,000",2,"2
					
						",157
1620520574-6280,https://www.inmuebles24.com/departamentos-en-renta-en-el-campanario-ciudad-de-queretaro-pagina-1.html,"Departamento en Renta en Adamant, D335","11,500",1,"1
					
						",57
1620520484-6040,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-4.html,Departamento en Renta en Centro Sur,"26,000",2,"2
					
						",163
